address,cost,cuisine,name,rating,review
"
1481 York Ave.
New York, NY 10075
212-535-0293
",3.0,Greek,Yefsi,8.1,"We found another restaurant that we like on York Avenue, which puts the tally at exactly two. Between Tanoshi Sushi and now Yefsi, we're gonna start lobbying the MTA for a York Avenue subway soon. It will run the entire 30 block stretch of York, cost roughly 17 billion dollars, and will be useful to only a very small percentage of the population, two decades from now. And that's exactly why it will probably get approved.
Until that day comes, you'll have to take a taxi all the way to the east side of the island to eat at Yefsi, but we think that's something you should do. At least, that is, assuming you get down with Greek food. We certainly do, and so do our Greek friends who introduced us to this place recently.
Yefsi is one of those Upper East Side restaurants that you usually walk by and wonder who eats there, assuming you notice it at all. It's a non-descript room that looks like it came out of the ""So You Want to Open an Upscale Restaurant"" handbook from ten years ago, meaning there are lots of wood finishes and halogen lights, and I'm pretty sure the host checked in my reservation on a Gateway. But what Yefsi lacks in aesthetic personality, it makes up for with excellent food. For all of the disappointing modern Greek restaurants that we've been to, Yefsi is one of the few to get it right. The food is predictably simple but still highly flavorful, the people are nice, and the prices are reasonable. Could you get more authentic Greek eats in Astoria? Absolutely. But we're betting there's a better chance you'll like your meal at Yefsi than you will at some of the more well known spots in Queens, and you'll certainly like it a lot more than most of the other restaurants in this neighborhood. That is, until the new York Avenue subway changes everything. Mark my words."
"
64 Charles St.
New York, NY 10014
646-486-2185
",3.0,Seafood,Mary’s Fish Camp,7.7,"The last time we reviewed Mary's Fish Camp, we weren't just drinking the koolaid - we were butt chugging it. And in many ways, it was for good reason. We, like pretty much everyone else, have always loved Mary's famous lobster roll and the restaurant's beach-shack-in-the-village vibe. But with age, Mary's has developed some flaws, so it's time for a re-review, to reset expectations.
The dishes Mary's is known for are still worth the hype. The aforementioned lobster roll is amazing, assuming you can get down with the mayo-heavy variety. The mussels are always fresh and delicious. We love the oyster Po' Boy, too.
But there are not so great things on this menu that we need to talk about -like the fish tacos. You could roll up some deep fried Montauk Monster into a taco and I'd probably eat it. But at Mary's, the only flavorful thing about their fish taco is the corn salad that comes on the side. Then there's the spicy and citrusy shrimp burger that falls apart like a misunderstood quinoa patty the second you take a bite. And over time, we've found the chalk board specials to be hit or miss. So, unless you spy something irresistible on a neighboring table, we recommend sticking to the main menu.
Beyond the food, we highly recommend avoiding Mary's for dinner. It is incredibly hectic with tables so close together, you'll be swimming in your neighbor's chowder before you even look at the menu. I selfishly think the drink list is great because Red Stripe is my favorite beer, but otherwise the options are very mediocre. And no matter how quickly you order and eat, you'll feel like both the hostess and wait staff hate you the entire time you're there. That is until they kick you out as soon as you ask for your check, at which point you will know for sure.
During the day, Mary's is significantly more relaxed, and is a better time to enjoy the atmosphere and food. That's when you should hit it. Plus, the lunch menu tends to have better options than dinner anyway.
Listen to your mother when she says nothing good happens after sundown, because when it comes to Mary's, she's right."
"
1900 Broadway
New York, NY 10023
212-496-5700
",2.0,American,The Smith Lincoln Center,7.5,"That's right, another Infatuation review for yet another location of The
Smith. Why? Because we support their expansion plan of opening in areas that
are in dire straights when it comes to good, casual restaurants. The Smith is
one of the best of these good, casual, quickly multiplying restaurants,
serving up all purpose food in an enjoyable environment day in and day out.
This review is for the Lincoln Center location, which has proved to be an
absolute savior. There is f*cking nothing in that area when it comes to
restaurants, unless you're ballin' on that big corporate card budget and Bar
Boulud all the time - which you're not. And if you've got business in the
area, work in the Time Warner Center, or live in the 60's, the options were
slim until The Smith arrived. They open at 7:30am daily, which is very
important for weekday breakfast meetings, and close at Midnight, which might
as well be 4AM in this part of town. They also have free wifi and some of the
cleanest, most private restaurant toilets you'll find in NYC, which is
important intel to keep in the knowledge bank. Someday you'll thank us for
that intel. It may not be today, it may not be next month, but someday. You're
welcome.
The Smith's large menu has something for everyone, with all the diner and
brasserie classics accounted for. They've got solid egg dishes, an awesome
burger, an excellent steak salad, ricotta gnocchi that you'll come back for,
mac 'n cheese...you get the idea here. We professed our love for the original
East Village location back in the early days of Infatuation, and we still
harbor those same strong feelings. As far we're concerned, there can never be
too many The Smith's in this world."
"
219 Dekalb Ave.
Brooklyn, NY 
347-689-4287
",3.0,Latin,Colonia Verde,6.0,"A friend once set me up with this guy who was perfect on paper. He went to a good college, seemed to have a great job, and was pretty hot, at least according to his photos on plentyoffish.com. A couple of dates later, all of the above proved true, but he also still listened to Dave Matthews and only wanted to talk about lacrosse. So basically, he ended up being the human equivalent of a dry Thanksgiving turkey. That’s Colonia Verde.
On the surface, everything about this restaurant was, and still is, very attractive. A couple of friends raved about it. The cocktail list is interesting. The menu - Latin-American with some Mediterranean - sounds like a delicious combination of the best of both worlds. Even the space is awesome -a dimly-lit and well-decorated cave that sprawls back through a couple of rooms and a greenhouse, finally ending in a spacious garden decked out in string lights. Nobody doesn't love string lights.
So, what’s wrong with us? Why don’t we love you, Colonia Verde? Like my charming date who just wanted me to crash into him, everything on this menu presents very well, but most of it is insanely bland. I actually thought for a second that I must have blacked out before dinner and powered through a carton of Marlboro Reds, because I really couldn’t taste a thing I was eating. That's not what you want from Latin cuisine.
The good news/bad news here is that with a few tweaks to the food, Colonia Verde would be certifiably awesome. Basically, they need to throw in an extra handful of whatever flavors they’re showcasing in each dish, and then throw in a handful more. It just seems like they are holding themselves back on the seasoning, and for no good reason. Either way, we tried really hard to love this place, and we get what they’re trying to put out there. But while it’s not the most expensive restaurant out there, it’s also not the cheapest, and when you spend that kind of cash you expect a lot more. Thankfully, unlike that guy who didn’t work out, there is room for improvement. But until they step it up, Colonia Verde is just going to be an occasional hookup at best."
"
432 6th Ave.
New York, NY 10011
212-677-8626
",2.0,Burgers,Umami Burger,3.8,"We’ve been holding this in for far too long - Umami burger sucks, quite often.
This is not one of those reviews where we go once and trash a place. We’ve been to Umami at least 10 times in about as many locations. It insinuates its way into our eating far too often.
Of those ~10 meals, about three of the burgers were good. We’ve seen all the ways they can go wrong - mealy meat, instantly liquified bun, bad toppings, and the basic crime of everything not tasting good together. The three burgers that were good were pretty darn good. But what is this, Little League? Does everyone get a trophy? Do I only have to pay three out of 10 times?
The fries and specialty sauces are similarly unreliable. Is the super-duper “umami ketchup” better than Heinz? Going to throw our lot in with Malcolm Gladwell and say no. We’ve even tried some of the “secret” off menu items, like the cheesy tater tots, and we got a sad pile of potatoes in solidified plasticky yellow goo. These would have been below par at our horrific college dining hall.
We’re tired of Umami. Go to In-N-Out. Go to Five Guys if relentless customization is your speed. This scourge slowly creeping across our landscape must be stopped.  "
"
200 9th Ave.
New York, NY 10011
212-257-4363
",2.0,Bar Food,The Meatball Shop Chelsea,7.7,"In case you haven't seen our official Infatuation
review for
the original location, allow us to get you up to speed: We've got a lot of love for The Meatball Shop. Every once in a while, we forget why we like this place so much. But being that these things are f*cking everywhere now,
opportunities constantly present themselves to remind us of how reliable this restaurant is. The Meatball Shop's balls are pretty damn impressive, whether it be on a bun or naked for the world to see. We also like the fact that they bump hip hop through the speakers, serve homemade ice cream sandwiches, and take their beer and wine list more seriously than you might expect. This is basically the Italian Shake Shack. Or maybe it's the Uber of meatballs. Or Warby Parker for sandwiches. Jesus, we've been spending too much time in San Francisco.
Of all The Meatball Shop locations, Chelsea is our favorite. It's spacious, has a great private room downstairs for big group outings, and is open until 2AM. It's also in a neighborhood that's rich with quality humans, but not
necessarily quality restaurants. As a result, The Meatball Shop operates at capacity on most nights. Can't deal with the crowds? Try it for takeout. Either way, this is a good spot to have in your back pocket for the next time
you need an easy meal in the neighborhood."
"
355 W. 14th St.
New York, NY 10014
212-691-0555
",4.0,Pasta,Scarpetta,5.7,"There was a time when we were pretty impressed by Scarpetta. This was back when it was just a new-ish restaurant in the Meatpacking District with really good spaghetti and a three star review from the New York Times. This was also back when we were really impressed with ourselves for launching a website that 31 or so people cared about. So let's say it was a different era. What we wouldn't do to get some of those 31 people back.
In the time that's passed since our initial Scarpetta review (May 2009), a lot has changed for both of us. Scarpetta has gone on to open four additional locations in the US and Canada, and their chef/owner Scott Conant has taken up residence in the living room (and dreams) of every middle aged housewife from New Jersey to Nebraska via his role as a television food judge on the show Chopped. We here at The Infatuation have expanded to one new city and my cholesterol is much higher. So we'll call it a tie.
Unfortunately, only one of us is getting better with age, and here's a hint for you: It's me. Scarpetta is a much less impressive restaurant these days, with pretty bad service, pretty mediocre food, and a dining room full of people who may or may not think this is a Tyler Florence restaurant. Even that famous spaghetti dish has lost a bit of its luster. Meanwhile, I am slowly evolving into a Lebanese cross between George Clooney and this guy. Or at least that's what the birthday card I got myself says.
At the end of the day, there are certainly still some things worth eating on this Scarpetta menu, and there are certainly worse places to eat in the Meatpacking District - but that's not how we set the bar around here. If you want a sceney meal of pasta and wine, go to one of the 27 better options you have within walking distance. Or go back in time to when this place was in its heyday."
"
811 8th Ave.
New York, NY 10019
917-388-2555
",2.0,Chinese,Kung Fu Little Steamed Buns Ramen,7.3,"We went into our eating experience at Kung Fu Little Steamed Buns Ramen understanding that the ramen wasn't going to be what we have come to know and love from the Ippudos and Slurp Shops of the world. We educated ourselves to know that the broth would be more subtle, and the hand-pulled noodles more central to the experience.
But just because we went in with an open mind and adjusted expectations doesn't mean we had to love the bowls in front of us. The noodles at Kung Fu Little Steamed Buns Ramen are excellent (almost as excellent as the name) but the broth and meat were just so...boring...that it was hard to fall in love with the ramen here, or even develop a nonsexual crush on it. Quite frankly, we wouldn't even swipe right on the new app that matches you up with various available soups in New York City (patent pending) if this stuff popped up on it.
Then again, that 7.3 rating you see on this review means that something had to have worked, and something did indeed. After the ramen was cleared away and our tears of disappointment dried up, our meal at Kung Fu Little Steamed Buns Ramen was actually really good. The other menu items - soup dumplings, scallion pancakes with beef, lo mein-style dishes - were fantastic. So much so that this place has jumped straight to the top of our Late Night Eats Hit List for Midtown, right up there with Sake Bar Hagi. There is, however, one caveat. For some reason, there are no alcoholic beverages available for purchase in the restaurant. So while we encourage you to show up after you've already had a few (as you should at any late night Chinese food session) don't expect to keep your buzz going once seated.
All in all, Kung Fu Little Steamed Buns Ramen is fairly straightforward. The dining room is pretty unremarkable, the turnover is fast, and the bathroom has random pairs of headphones hanging on the stall wall. Ok, so one part isn't so straightforward. To avoid springing these kinds of surprises on future customers, Kung Fu Mad Good Little Steamed Buns Mediocre Ramen Bizarre Bathroom Decor might be a more fitting name. We'll throw it in the suggestion box next time we're in."
"
259 W. 4th St.
New York, NY 10014
212-691-9359
",3.0,American,Extra Virgin,7.8,"As I was going through and re-writing our review for Extra Virgin from five years ago, something really stood out to me. For all we talk about in terms of our oldest reviews needing updating, there are some restaurants that simply don’t change. Extra Virgin is one of them. This place is still exactly the same as it was five years ago - the food is still really good, it’s still ideally suited for Date Night, and we’d still come here and dine solo at the bar any night of the week. I honestly could have left the original 2009 review for this place completely intact and simply changed the date, and everything would still be relevant to you today. Ok, maybe not that Adam Sandler reference I made, but definitely everything else.
I think what we appreciate most about Extra Virgin is its consistency. Is this the best restaurant in the West Village? No, it isn’t. Do they use too much butter in many of the dishes? If you believe such a thing is possible, then probably. But there’s something nice about knowing what you’re going to get when you walk into a place, even if you haven’t been there in two years. I know that when I walk into Extra Virgin on any given night that it will be packed but that I can likely find a seat at the bar, and that whatever I decide to eat, I’m going to enjoy it. Consistency is a beautiful thing.
Speaking of consistency, this restaurant still ranks near the top of our list for any situation in which you’re planning to have dinner with a someone that you’d like to do it with. And by “it” I mean eat some quality fish and talk about what books you both like.
What did you think I meant?"
"
460 Amsterdam Ave.
New York, NY 10024
212-362-2266
",3.0,Vegetarian,Peacefood Cafe,7.6,"I recently went to the Upper West Side to eat at a restaurant, and I have good
news. I found a place in this part of town that doesn't absolutely suck, and I
also found out that nachos are considered health food. Turns out I've been on
a diet for years.
If you've never been to Peacefood Cafe, this is probably new and confusing
information to you. Don't worry - we'll clear things up.
If you have been to Peacefood Cafe, not only are you probably rolling your
eyes at my sarcasm (or what I prefer to call meat eater's wit), but you are
also likely annoyed by the fact that we just figured out that this place
exists. I will apologize for exactly one of those things.
For those not yet indoctrinated into the cult of Peacefood, let us get you up
to speed. This restaurant has been operating since 2009 under the mantra that
“awareness of non-violence can be spread through feeding people with delicious
vegan food."" I have absolutely no idea what that means, but I will say that I
felt a warm rush of non-violence flow through my body when I found out that
they have nachos on this menu. Like, real, delicious nachos, with real chips
and absolutely no sign of ingredients that could also be used to make rope. I
also felt significantly less combative when I realized that almost all of the
vegan food in this place is quite tasty, though I will admit that I did not
eat any of the thing they call “un-chicken."" Just couldn't get there.
Either way, mission accomplished, Peacefood. I am peaceful and I am satisfied."
"
144 Union St.
New York, NY 11231
718-855-2632
",2.0,Seafood,Petite Crevette,7.9,"Petite Crevette is why people ignore common sense (your studio with no dishwasher costs how much?) and refuse to live anywhere but New York. Petite Crevette is the type of place you could walk past a hundred times without noticing before finally popping in. Petite Crevette is one of those rare neighborhood spots that caters to area locals, without being pretentious or exclusive to outsiders. Petite Crevette is kind of just a fun name to say, and makes you appreciate what a gift Alex Trebek is to all of us.
Sitting on a less-than-picturesque block on Union and Hicks (mmm ya smell that? It’s the BQE), this is a local seafood gem with a seriously dedicated following. The dining room is small - it squeezes in maybe 20 bodies at a time
- and often crowded. But the two aren't necessarily related. There are plenty of cutesy, quaint places in this area, and few of them see the same kind of nightly turnover. The menu isn’t huge, but there are enough reliable fresh fish dishes that you can come back again and again without having to reorder the same thing. Yes, cash-only is annoying, but a BYOB policy with a very minimal corking fee ($5 last time we went in, and no charge the second time) makes up for it in a big way. Plus there's no need to schlep stuff in advance thanks to a bodega on the nearby corner for beer, and a wine shop around the way for a bottle.
Like any good local spot, Petite Crevette is full of character. The dining room looks like the owner went to a yard sale and just bought the entire lot, with an assortment of knickknacks placed at random. You know, put the mannequin down here, hang the bird clock over there, and just chuck that hub cap wherever. Oh, and the chef has been known to throw lobster at fussy customers who question the freshness of his product. Like we said, a neighborhood place full of character(s)."
"
194 Elizabeth St.
New York, NY 10012
212-965-9511
",4.0,Italian,Peasant,7.7,"Peasant has always been an Infatuation standby - a place we turn to when we're in the need of something reliable in Nolita. That said, we turned to it a lot more before places like Rubirosa and Uncle Boons showed up in the neighborhood. Vodka sauce pizza and Thai coconut sundaes win out over sensible Italian food every time. So, after a few year hiatus, we decided it was time for a return visit, to see if Peasant is still as good as it used to be - and to see if anything on their menu could compete with those celebrity food items from the newer restaurants down the street.
After our recent trips to Peasant, here's what we can tell you: This place is more touristy and more parent-y than it used to be. Why? My initial guess was that it's listed at something like #3 on Trip Advisor for New York's best restaurants, but nope, that honor goes to Club A Steakhouse in Midtown East. Ever heard of it? Didn't think so. But there are a fuck ton of people form Arizona who think that's the THIRD BEST OF WHAT WE'VE GOT. Seems legit.
At any rate, we're not sure exactly what's driving all the tourist traffic into Peasant, and we don't really care either. The food here is still really good, especially if you know what to order and stick to the hits, which you can find in the Food Rundown below. We still like their subterranean wine room better than the main dining room on street level - just because it's a bit more vibey - but both spaces have a warm, rustic feel that will make you excited to eat some Italian food from a wood-burning oven. Peasant also has a solid, affordable wine list and a really nice staff that will take good care of you, regardless of where you or your parents are from. You'd think that would be enough to bump up their ranking on Trip Advisor, maybe unseating Kristalbelli for the #10 spot. Wait, what the f*ck is Kristalbelli? Excuse me while I go yell at things."
"
558 Broome St.
New York, NY 10013
212-925-3061
",4.0,French,La Sirène,7.4,"French food is hardly a novelty in New York, especially in Manhattan, but finding an un-fussy, un-pretentious joint absent throngs of girls-in-heels increasingly is. In such trying times, it’s important to remember those who came before the recent outbreak of trendy French restaurants and who continue to do it right. La Sirène has been open since 2008 and has expanded, changed, and created spin-offs, yet has managed to remain a cult favorite among those who have been eating there for years.
In its early days, La Sirène was a tiny BYOB restaurant in the southwestern no-man’s land of SoHo. Today, it has taken over an adjacent storefront and started serving wine and liquor, but the original charm remains, thanks to chef/owner, Didier Pawlicki, who came to New York from Provence. Didier is obsessed with internet feedback and puts commentary on his menu like, “This cassoulet is a Very Rich Dish which was served for Warriors to defend their Village! Don’t take it if you can’t bear it :)”. So, yeah, now you know that. The intimate and feisty atmosphere suffered a bit once they expanded, and their new wine list isn’t an improvement from their long-held BYOB policy, but overall, the vibe at La Sirène is still the same - it's charming and a little bit funky.
As for what to eat, the menu here is generally solid, minus a few misses. Sure, there is probably better French food in NYC, but La Sirène is pretty damn good and pretty damn authentic. Imagine walking into an undiscovered bistro somewhere in Provence, and having a, “THIS IS FRANCE” moment. You can have that moment here too, as long as you can block out the actual tunnel vision right outside the window and focus on appreciating the classic French flavors instead. Plus, sometimes you just want a hyperactive and passionate Provençal man to serve you the best profiteroles you’ve ever had in a strange corner of Manhattan, and you want to avoid banker bros while doing so. This is your place."
"
17 Prince St.
New York, NY 10012
212-625-2001
",1.0,Latin,Café Habana,8.2,"Everything we said about Café Habana back in our 2009 review remains true, which is kind of amazing considering how quickly the restaurant landscape of this city changes these days. It’s still one of the coolest restaurants in NYC, it’s still delicious, it’s still cheap, and crack is still the special ingredient to the corn. Café Habana is a special place, as important to the culture of downtown New York as any establishment. It’s the corner diner that never goes out of style, where customers will gladly wait outside for 45 minutes, people watching until their table is ready. Everyone knows the drill, and no one complains. And if things happen to be a little too crazy, Habana-To-Go is situated right next door, with mostly the same menu, perfectly packed to-go.
Our favorite time to come to Café Habana will always be weekday breakfast or weekday dinner, when you can actually get in here without waiting, and when it’s more of a locals’ hang than during prime time. It’s useful for any meal, any time of the day, whether you need a cuban, a Corona, or a big plate of $9 huevos rancheros. People cram themselves into the tiniest spaces, literally sitting on top of strangers next to them. Comfort is not something Café Habana achieves in the traditional sense - it’s something they achieve through their food."
"
119 W. 56th St.
New York, NY 10019
212-708-7414
",1.0,Burgers,Burger Joint,8.7,"Here’s your update to our original 2009 review of Burger Joint: It’s still the f*cking best. Just in case you were wondering, this is still probably the burger we’d most like to eat at any given time in New York City, and the only thing that keeps us from having one weekly is the near constant line and our desire to avoid a Lipitor dependency.Actually, these days the lines at Burger Joint can be pretty manageable, especially if you go at off-peak hours. If you’re wandering through Midtown at 3pm, you can usually roll right in unimpeded. Noon on a Thursday is a different story.
Regardless of what time you go or how long you have to wait for your hot handful of beef and bun and American glory, Burger Joint is always a smart move. It will forever have a place in The Infatuation Hall of Fame and should also be added to the short list of dining establishments that every visitor to this city must experience before being allowed out of Midtown. First you have your burger, then you can see the hyperbaric chamber that we keep Sarah Jessica Parker in."
"
200 E. 3rd St.
New York, NY 10009
646-682-7080
",3.0,American,Root & Bone,8.1,"Y’all. I’ve spent some quality time with Root & Bone. And as a proud child of a summer camp in the Blue Ridge Mountains and Wake Forest University in tobacco country, I feel morally obligated to proclaim: THIS is what the Southern cookin’ and eatin’ experience is supposed to look like.
First of all, if you’ve been to Elsa (RIP), The Cardinal, or both, Root & Bone captures the perfect cross between those two awesome East Village joints. Laid back and small, yet classy. Reasonably priced and casual, yet impressive in delivery.
But most importantly, the food is excellent. For example, the Southern Greens Caesar salad is like a regular caesar salad that went to Buddha school, achieved Nirvana, then came back and decided we were worthy of enlightenment. Even the things at this new restaurant that aren’t perfect - like the cheddar waffles - are so good that we ate them like they were free. Meaning quickly and with gusto.
Then there’s the fried chicken basket. It will stay with me forever. On my hips and in my heart. There’s so much to say, but in short, f*ck locally sourced chickens. The only chickens I ever want to spend time with from here on out must come from the South and have been bathed in sweet tea since hatch. And with that glorious chicken comes a sauce that I firmly believe is the elixir of life disguised as a condiment. As soon as I discovered it, it was all I could taste, see or want. It’s hot sauce meets honey meets... that’s about when I blacked out.
Of course, Root & Bone is still quite new. So it’s no surprise that we found one slight flaw. You see, I consider myself a mac and cheese connoisseur and was a bit disappointed in what Root & Bone brought to the table on that front. It reminded me a lot of the stuff I used to get at summer camp, which was great because the cheese was kind of grainy, and it efficiently carbo-loaded you for post-dinner capture-the-flag. But at a restaurant where everything else is on another level, I expected more.
So with a few growing pains on the menu and an incredibly long wait, Root and Bone is by no means perfect. But it has all of the fundamentals it needs to become a consistently awesome must-hit for the East Village in the very near future. Until then, I’ll just be sitting on their stoop, googling how much fried chicken you can eat before developing gout and pondering the religiopolitical implications of whiskey maple syrup."
"
485 Court St.
Brooklyn, NY 11231
718-722-7229
",2.0,Sandwiches,Court Street Grocers,8.0,"Fancy specialty food stores are not my thing. I fully appreciate how delicious canned cherry tomatoes are, but just because they aren't sold at the Key Foods next door doesn't mean you can charge me $5 for them. So when you walk into Court Street Grocers' small entryway, mind the shelves of pricey mustard and horseradish mayonnaise. They are perfectly legitimate items, they're just not the reason you came here. For now, head toward the back deli counter. That is where the pricey items worth ponying up for reside.
Court Street Grocers, with its main shop situated in Carroll Gardens, is the best sandwich shop you've never been to. Or have been to and are taking waaaay too long to return. At $9-$12, the prices here aren't crazy, even though that money isn't going to land you the massive, size-of-your-torso hero you might expect for $12 worth of turkey. But with a chalkboard this full of hits, who cares. Plus, the guys and gals who work here are crazy nice and seem intent on making sure you love whatever sandwich you are about to inhale, whether you take it to eat on the go or enjoy it at one of the side room tables like a human.
To ensure every customer leaves happy, CSG focuses on the two main components of any baller sandwich - the bread, and the meat. Rather than using any old slice, the breads here are sourced from an All Star cast of bakeries around the city, with heavy hitters like Balthazar for French bread and the local Caputo's for its seeded hoagie rolls. For meat, this place house-cures and/or hand-slices just about everything on the menu. So nobody will fault you if you roll through on a weekend and order for the upcoming work week. Unwrap one of these bad boys during lunch on Monday afternoon - your friend's bodega tuna (and probably your friend) will have never looked so sad."
"
42 E. 20th St.
New York, NY 10003
212-477-0777
",4.0,American,Gramercy Tavern,9.3,"Since the early days of this site, we’ve professed our love for Gramercy Tavern. If someone were to ask us to put together a list (people love lists) of once-in-a-lifetime meals that we’d like to eat many, many times in our lifetimes, the tasting menu at this legendary restaurant would be near the top. There aren’t many better fine dining experiences in this city - or even the world - especially when it comes to service and atmosphere.
But I didn’t just spend a day updating our original review from 2010 to tell you something you already know. The Infatuation saying that Gramercy Tavern is good probably isn’t going to be the breaking news for the day on the new 24-hour food news channel from Rupert Murdoch and Paula Deen (you laugh, but it could happen). I’m here instead to tell you that you aren’t eating at the Gramercy Tavern bar enough.
For those of you who are not already aware/frequenting it weekly, Gramercy Tavern not only has a great bar, but the bar is essentially a whole different restaurant. A beautiful, more casual restaurant with an a la carte menu and insanely good food. As a matter of fact, we haven’t had a meal in the main dining room here since sometime in 2012, but we’ve hit the bar a dozen times since then. You’ll find the same level of service, the same quality of food, and a much more relaxed atmosphere than what goes on in the big boy room.
Now that I think about it, since I’ve done the once-in-a-lifetime meal at Gramercy Tavern twice already, I might not need to do it again. But I’ll come for bowl of pasta and a beer until the day I die."
"
52 Irving Pl.
New York, NY 10003
212-253-2773
",4.0,Spanish,Casa Mono,8.6,"One of the first reviews we ever wrote was for one of New York City’s best restaurants. Casa Mono was probably the seventh thing we ever published, and I think the original write-up was like 55 words and had a Y-frog photo link in it.
It’s safe to say an update was necessary.The good news is that even though the review was old, we were still absolutely right about this place. A couple of recent return trips to Casa Mono has proven that this restaurant is just as good as it’s ever been. It’s a timeless NYC classic with an unmistakable feel-good vibe and top notch but relaxed service. As for the food, you’d be hard pressed to find Spanish food in the United States better than those coming out of this tiny Gramercy kitchen. You can pretty much close your eyes and blindly point at the menu, comfortably knowing there’s no wrong answer.
Want to impress an out-of-towner? How about a first date? Take them to Casa Mono. Don’t have a reservation? Don’t worry about it. All you need to do is show up and prepare to kick it next door at Bar Jamón, Casa Mono’s wine and tapas bar, while you wait for your table. You might end up with an hour to kill, but who cares if you’ve got a bottle of wine and some jamón serrano in front of you?"
"
484 3rd Ave.
New York, NY 10016
",1.0,Fast Food,Sticky's Finger Joint,8.0,"Sticky's Finger Joint now has a location on 33rd and 3rd Avenue, and as far as we can tell, that's pretty much the restaurant equivalent of putting an ATM in a strip club. There's no chance it doesn't get used, and there's no chance it doesn't make money.
I actually used to live pretty close to this new Sticky's storefront, back when a basket of guacamole covered buffalo chicken fingers was exactly the thing I was looking for at 2am. In my day, we didn't have anything like Sticky's to actually deliver on that desire, so my version of Late Night Eats would be stumbling into a bodega, ordering a reuben, eating it on my couch, and then going directly to sleep. So, yeah, I'd say I was in pretty good shape back then.
You don't need to be a drunk kid or an economics major to see why Sticky's is going to do well in this part of town, or why it's done so well in the Village. But it's important to understand that their equation for success is more than just (something from a deep fryer + sauce + hammered 22 year old) = pay me. The food here is actually really high quality, really good, and really creative. The chicken is super crunchy on the outside and incredibly juicy on the inside. The sh*t they put on top of it is very unique and (mostly) very delicious. They also happen to be pretty good at marketing, because I can't think of any other reason to explain the existence of S'mores fries. Then again, what do I know? People seem to be eating them, probably on their couch at 2am, right before they go directly to sleep.
You people are disgusting."
"
225 West St., Pier 25
New York, NY 10013
",3.0,Raw Bar,Grand Banks,7.1,"New York City's floating restaurant situation is improving, thanks to two new boats serving food and bobbing in the Hudson River, the North River Lobster Co. and the fine vessel you see here, Grand Banks. Here's one thing we've learned this summer - people get really excited about boats. I'm not sure this island has had so much interest around the arrival of a sea craft since the Dutch showed up in 1665 and established the city's first Le Pain Quotidien.
Speaking of settlers, Grand Banks is captained by an explorer in his own right, Mark Firth, who, according to the boat's website is a ""pioneer of the Brooklyn food renaissance."" Mark was one of the founders of the much beloved group of restaurants that include Diner and Marlow and Sons. His conquest of Williamsburg is a significant one, and our lives are all better today because of it. I can't wait to see what he does with Tribeca. Hopefully he treats the natives humanely.
We recently visited Grand Banks to meet our new future ruler and eat the oysters he has brought with him from wherever this boat originated. Our first impression was that Grand Banks isn't really a restaurant. It's more of a skiff with booze and raw seafood on it. It's also much smaller than what we expected to find after all that fanfare, sort of like if the Queen Mary just ended up being a nicely appointed tug boat. I guess we were just expecting something bigger.
Either way, Grand Banks is a fun little spot with really good oysters and other small plates, and some good drinks to match. The crew are really nice and the views are beautiful, which is probably why you come to eat things on a boat tied up to a pier, rather than a restaurant on land. However, now that we've seen it, I can't say that we feel the need to come back. There are lots of other places to get oysters in this town, and we get motion sick easy. I guess we just weren't cut out for life at sea."
"
W. 41st St., Pier 81
New York, NY 10036
212-630-8831
",3.0,Seafood,North River Lobster Co.,6.8,"Despite being surrounded by (dirty, dirty) water, Manhattan doesn't have much in the way of boardwalks or the kind of no frills seafood restaurants that normally populate them. Well, now we have one. North River Lobster Co. opened up this summer at Pier 81 - on a boat, on the water, in Manhattan - right below 42nd Street on the West Side. Even though it's in the middle of fart-tastic touristville, we applaud the effort here. Honestly, the last time I was on a boat in Manhattan I was seven, it was the Intrepid, and I was crying because I was scared. What a p*ssy.
Here's what you need to know about North River Lobster Co. As we discussed, it's on a boat, and no, you can't hashtag that anymore. It's over. It's done. It's played out. Stop. The boat docks at Pier 81 and is there from 12:30pm-10pm daily, and then sets ""sail"" for a quick half hour tour of the Hudson at designated times throughout the day. The crowd is what you'd expect from the location - more fanny packs than fedoras. There are numerous seating situation, both indoors and out. Order on the second floor, grab a table in one of numerous indoor or outdoor seating situations, and then wait for your light-up lobster to blink and vibrate. Then prepare to enjoy numbingly average seafood. The shrimp po boy is mostly bread, the lobster roll is just sort of there, and their oyster prep needs help. That's OK though, we don't need the food on this boat to be awesome. Just drive us around on the water."
